0,1031.25,62.5,93.75
10,1000,62.5,62.5
20,1031.25,93.75,62.5
30,1031.25,31.25,-62.5
41,1031.25,31.25,-93.75
51,1031.25,31.25,-62.5
61,1031.25,31.25,-93.75
71,1031.25,31.25,-62.5
81,1031.25,62.5,-93.75
91,1031.25,31.25,-62.5
101,1031.25,31.25,-62.5
111,1031.25,31.25,-62.5
121,1031.25,31.25,-62.5
131,1031.25,0,-62.5
141,1031.25,31.25,-62.5
151,1031.25,31.25,-62.5
161,1031.25,62.5,-93.75
171,1031.25,62.5,-93.75
181,1031.25,31.25,-62.5
191,1031.25,31.25,-93.75
201,1031.25,31.25,-93.75
211,1031.25,31.25,-62.5
221,1031.25,31.25,-93.75
231,1031.25,31.25,-62.5
241,1031.25,31.25,-93.75
251,1031.25,31.25,-93.75
261,1031.25,31.25,-62.5
272,1031.25,31.25,-62.5
282,1031.25,31.25,-93.75
293,1031.25,31.25,-93.75
303,1031.25,31.25,-93.75
313,1031.25,31.25,-93.75
323,1031.25,31.25,-62.5
333,1031.25,31.25,-62.5
343,1031.25,31.25,-62.5
353,1031.25,31.25,-93.75
363,1031.25,31.25,-62.5
373,1031.25,31.25,-62.5
384,1000,31.25,-62.5
395,1000,31.25,-93.75
406,1031.25,31.25,-62.5
416,1031.25,31.25,-62.5
426,1031.25,31.25,-93.75
436,1031.25,31.25,-93.75
446,1031.25,31.25,-62.5
456,1031.25,31.25,-62.5
467,1031.25,31.25,-93.75
477,1031.25,0,-62.5
488,1031.25,31.25,-62.5
498,1031.25,31.25,-62.5
508,1031.25,31.25,-62.5
518,1031.25,62.5,-93.75
528,1031.25,62.5,-93.75
539,1031.25,31.25,-93.75
549,1031.25,31.25,-93.75
560,1031.25,31.25,-93.75
570,1031.25,31.25,-62.5
580,1031.25,31.25,-62.5
591,1031.25,31.25,-93.75
601,1031.25,31.25,-62.5
611,1031.25,31.25,-62.5
621,1031.25,31.25,-93.75
631,1000,31.25,-93.75
641,1000,31.25,-93.75
651,1031.25,31.25,-62.5
662,1031.25,31.25,-62.5
672,1031.25,31.25,-62.5
683,1031.25,31.25,-93.75
693,1000,31.25,-62.5
704,1031.25,31.25,-62.5
714,1031.25,62.5,-93.75
725,1031.25,31.25,-62.5
735,1000,31.25,-62.5
746,1031.25,31.25,-93.75
756,1031.25,31.25,-93.75
766,1031.25,62.5,-93.75
776,1031.25,31.25,-93.75
786,1000,31.25,-93.75
796,1031.25,31.25,-93.75
806,1031.25,31.25,-93.75
816,1031.25,31.25,-93.75
826,1031.25,31.25,-62.5
836,1031.25,31.25,-93.75
846,1031.25,31.25,-62.5
857,1031.25,31.25,-62.5
867,1031.25,31.25,-62.5
878,1031.25,31.25,-62.5
888,1031.25,31.25,-93.75
899,1000,31.25,-93.75
909,1031.25,31.25,-62.5
919,1062.5,31.25,-93.75
929,1031.25,31.25,-93.75
939,1031.25,31.25,-62.5
950,1000,31.25,-93.75
960,1031.25,31.25,-62.5
970,1031.25,31.25,-62.5
980,1031.25,31.25,-62.5
990,1031.25,31.25,-93.75
1001,1031.25,31.25,-93.75
1011,1031.25,31.25,-62.5
1021,1000,31.25,-93.75
1031,1031.25,31.25,-93.75
1041,1031.25,31.25,-93.75
1052,1031.25,31.25,-62.5
1062,1031.25,31.25,-93.75
1073,1031.25,31.25,-62.5
1083,1031.25,31.25,-62.5
1093,1031.25,31.25,-62.5
1103,1031.25,31.25,-93.75
1113,1031.25,31.25,-93.75
1123,1000,31.25,-62.5
1133,1031.25,31.25,-62.5
1143,1031.25,31.25,-93.75
1153,1031.25,0,-62.5
1163,1031.25,31.25,-62.5
1173,1031.25,31.25,-62.5
1183,1031.25,31.25,-62.5
1193,1031.25,31.25,-62.5
1203,1031.25,62.5,-62.5
1213,1031.25,31.25,-62.5
1223,1031.25,31.25,-62.5
1233,1031.25,62.5,-62.5
1244,1031.25,62.5,-62.5
1254,1031.25,31.25,-62.5
1265,1031.25,62.5,-62.5
1275,1031.25,31.25,-62.5
1285,1031.25,31.25,-62.5
1296,1031.25,31.25,-62.5
1306,1031.25,31.25,-62.5
1316,1031.25,31.25,-62.5
1326,1031.25,31.25,-62.5
1336,1031.25,31.25,-62.5
1346,1000,31.25,-62.5
1356,1000,31.25,-62.5
1366,1031.25,31.25,-62.5
1376,1031.25,31.25,-62.5
1386,1031.25,31.25,-62.5
1396,1031.25,31.25,-93.75
1406,1031.25,31.25,-62.5
1416,1031.25,31.25,-62.5
1426,1031.25,62.5,-62.5
1436,1031.25,31.25,-62.5
1446,1031.25,31.25,-62.5
1456,1031.25,31.25,-93.75
1466,1031.25,62.5,-93.75
1476,1031.25,62.5,-62.5
1486,1031.25,31.25,-62.5
1496,1031.25,31.25,-62.5
1506,1000,31.25,-93.75
1516,1031.25,31.25,-93.75
1526,1031.25,62.5,-93.75
1536,1031.25,62.5,-62.5
1546,1031.25,31.25,-62.5
1556,1031.25,31.25,-62.5
1566,1031.25,62.5,-93.75
1576,1031.25,31.25,-93.75
1586,1031.25,31.25,-62.5
1596,1031.25,31.25,-62.5
1606,1031.25,31.25,-62.5
1616,1031.25,31.25,-62.5
1626,1031.25,31.25,-62.5
1637,1031.25,31.25,-93.75
1647,1031.25,31.25,-62.5
1658,1031.25,31.25,-62.5
1668,1031.25,31.25,-62.5
1678,1031.25,31.25,-62.5
1688,1031.25,31.25,-62.5
1698,1000,31.25,-62.5
1709,1031.25,31.25,-62.5
1719,1031.25,31.25,-93.75
1730,1031.25,31.25,-93.75
1740,1031.25,31.25,-62.5
1750,1031.25,31.25,-93.75
1760,1031.25,31.25,-62.5
1770,1031.25,31.25,-62.5
1780,1031.25,31.25,-93.75
1790,1031.25,31.25,-62.5
1801,1031.25,31.25,-62.5
1811,1031.25,31.25,-93.75
1821,1031.25,31.25,-93.75
1832,1031.25,31.25,-62.5
1842,1031.25,31.25,-62.5
1853,1031.25,31.25,-62.5
1863,1031.25,31.25,-62.5
1873,1031.25,31.25,-62.5
1883,1031.25,0,-93.75
1893,1031.25,31.25,-62.5
1903,1031.25,31.25,-62.5
1914,1031.25,31.25,-62.5
1925,1031.25,31.25,-62.5
1935,1031.25,31.25,-62.5
1945,1031.25,31.25,-62.5
1956,1031.25,31.25,-62.5
1966,1031.25,31.25,-62.5
1976,1031.25,31.25,-93.75
1986,1031.25,31.25,-93.75
1996,1031.25,31.25,-93.75
2006,1031.25,31.25,-62.5
2016,1031.25,31.25,-62.5
2026,1031.25,31.25,-62.5
2036,1000,31.25,-93.75
2046,1031.25,31.25,-93.75
2056,1031.25,31.25,-62.5
2066,1031.25,31.25,-62.5
2076,1062.5,62.5,-93.75
2086,1031.25,31.25,-62.5
2096,1031.25,31.25,-62.5
2106,1031.25,31.25,-62.5
2116,1031.25,31.25,-62.5
2126,1031.25,31.25,-62.5
2136,1000,31.25,-62.5
2146,1031.25,31.25,-62.5
2156,1031.25,31.25,-93.75
2166,1031.25,31.25,-93.75
2176,1031.25,31.25,-93.75
2186,1031.25,31.25,-93.75
2196,1031.25,31.25,-93.75
2206,1062.5,31.25,-93.75
2216,1031.25,31.25,-93.75
2226,1031.25,31.25,-62.5
2236,1031.25,31.25,-62.5
2246,1031.25,31.25,-62.5
2256,1031.25,0,-62.5
2266,1031.25,31.25,-62.5
2276,1031.25,31.25,-62.5
2286,1031.25,31.25,-62.5
2296,1031.25,62.5,-62.5
2306,1000,31.25,-62.5
2316,1000,31.25,-62.5
2326,1031.25,31.25,-62.5
2336,1031.25,31.25,-62.5
2346,1031.25,31.25,-62.5
2356,1031.25,31.25,-62.5
2366,1031.25,31.25,-62.5
2376,1031.25,31.25,-62.5
2386,1031.25,31.25,-62.5
2396,1031.25,31.25,-62.5
2406,1031.25,31.25,-62.5
2416,1031.25,31.25,-62.5
2426,1031.25,31.25,-62.5
2436,1031.25,31.25,-93.75
2446,1031.25,62.5,-62.5
2456,1031.25,31.25,-62.5
2466,1031.25,31.25,-62.5
2476,1000,31.25,-62.5
2486,1031.25,31.25,-62.5
2496,1031.25,31.25,-62.5
2506,1031.25,31.25,-62.5
2516,1031.25,31.25,-93.75
2526,1031.25,62.5,-93.75
2536,1031.25,31.25,-93.75
2546,1031.25,31.25,-62.5
2556,1000,31.25,-62.5
2566,1000,31.25,-93.75
2576,1000,31.25,-62.5
2586,1031.25,31.25,-62.5
2596,1031.25,31.25,-62.5
2606,1031.25,31.25,-62.5
2616,1031.25,31.25,-62.5
2626,1031.25,31.25,-62.5
2636,1031.25,31.25,-62.5
2646,1031.25,31.25,-62.5
2656,1031.25,31.25,-62.5
2666,1031.25,31.25,-62.5
2676,1031.25,31.25,-62.5
2686,1031.25,31.25,-62.5
2696,1031.25,31.25,-93.75
2706,1031.25,31.25,-62.5
2716,1031.25,31.25,-62.5
2726,1031.25,31.25,-62.5
2736,1031.25,62.5,-62.5
2746,1031.25,31.25,-62.5
2756,1031.25,31.25,-62.5
2766,1031.25,31.25,-62.5
2776,1031.25,31.25,-62.5
2786,1031.25,31.25,-62.5
2796,1031.25,31.25,-62.5
2806,1031.25,31.25,-62.5
2816,1031.25,31.25,-62.5
2826,1031.25,31.25,-62.5
2836,1031.25,31.25,-62.5
2846,1031.25,31.25,-62.5
2856,1031.25,31.25,-62.5
2866,1031.25,31.25,-62.5
2876,1031.25,31.25,-62.5
2886,1031.25,31.25,-62.5
2896,1031.25,31.25,-62.5
2906,1031.25,31.25,-62.5
2916,1031.25,31.25,-62.5
2926,1031.25,31.25,-62.5
2936,1031.25,31.25,-62.5
2946,1031.25,31.25,-93.75
2956,1031.25,31.25,-62.5
2966,1031.25,31.25,-62.5
2976,1031.25,62.5,-62.5
2986,1031.25,31.25,-62.5
2996,1031.25,31.25,-62.5
3006,1031.25,31.25,-62.5
3016,1031.25,31.25,-62.5
3026,1031.25,31.25,-62.5
3036,1031.25,31.25,-31.25
3046,1031.25,31.25,-62.5
3056,1031.25,31.25,-62.5
3066,1062.5,31.25,-62.5
3076,1031.25,62.5,-62.5
3086,1000,31.25,-31.25
3096,1000,31.25,-62.5
3106,1031.25,31.25,-62.5
3116,1031.25,31.25,-62.5
3126,1031.25,31.25,-62.5
3136,1031.25,62.5,-62.5
3146,1031.25,31.25,-62.5
3156,1031.25,31.25,-62.5
3166,1062.5,62.5,-62.5
3176,1031.25,31.25,-62.5
3186,1031.25,31.25,-62.5
3196,1031.25,31.25,-62.5
3206,1031.25,31.25,-62.5
3216,1031.25,31.25,-62.5
3226,1031.25,31.25,-62.5
3236,1031.25,31.25,-62.5
3246,1031.25,62.5,-62.5
3256,1031.25,31.25,-62.5
3266,1031.25,31.25,-93.75
3276,1062.5,62.5,-93.75
3286,1031.25,31.25,-62.5
3296,1031.25,31.25,-62.5
3306,1031.25,62.5,-62.5
3316,1031.25,31.25,-62.5
3326,1031.25,31.25,-93.75
3336,1031.25,31.25,-62.5
3346,1031.25,31.25,-62.5
3356,1031.25,31.25,-62.5
3366,1031.25,31.25,-62.5
3376,1031.25,31.25,-62.5
3386,1031.25,31.25,-62.5
3396,1031.25,31.25,-62.5
3406,1031.25,31.25,-62.5
3416,1031.25,31.25,-62.5
3426,1031.25,62.5,-62.5
3436,1031.25,62.5,-62.5
3447,1031.25,62.5,-62.5
3457,1031.25,31.25,-62.5
3468,1031.25,31.25,-62.5
3478,1031.25,31.25,-62.5
3489,1031.25,31.25,-62.5
3500,1031.25,62.5,-93.75
3510,1031.25,31.25,-62.5
3520,1031.25,31.25,-93.75
3531,1031.25,31.25,-62.5
3541,1031.25,31.25,-62.5
3551,1031.25,31.25,-62.5
3561,1031.25,31.25,-62.5
3571,1031.25,31.25,-62.5
3581,1031.25,31.25,-62.5
3591,1031.25,31.25,-62.5
3601,1000,31.25,-62.5
3611,1031.25,62.5,-93.75
3621,1031.25,31.25,-62.5
3631,1031.25,31.25,-62.5
3641,1031.25,31.25,-62.5
3651,1031.25,31.25,-62.5
3661,1031.25,31.25,-93.75
3671,1031.25,62.5,-62.5
3681,1031.25,62.5,-93.75
3691,1031.25,31.25,-62.5
3701,1031.25,31.25,-62.5
3711,1031.25,31.25,-93.75
3721,1031.25,62.5,-62.5
3733,1000,31.25,-62.5
3743,1031.25,31.25,-62.5
3753,1031.25,31.25,-62.5
3763,1031.25,31.25,-62.5
3773,1031.25,31.25,-62.5
3783,1031.25,31.25,-62.5
3793,1000,31.25,-93.75
3803,1031.25,62.5,-62.5
3813,1031.25,62.5,-62.5
3823,1031.25,31.25,-62.5
3833,1031.25,31.25,-62.5
3843,1031.25,62.5,-62.5
3853,1031.25,62.5,-62.5
3864,1031.25,31.25,-62.5
3875,1031.25,31.25,-93.75
3885,1031.25,31.25,-62.5
3895,1062.5,31.25,-62.5
3906,1031.25,31.25,-62.5
3916,1031.25,31.25,-62.5
3926,1031.25,31.25,-62.5
3936,1031.25,31.25,-62.5
3946,1031.25,31.25,-62.5
3956,1031.25,31.25,-62.5
3966,1031.25,31.25,-62.5
3976,1031.25,31.25,-62.5
3986,1031.25,62.5,-62.5
3996,1000,31.25,-93.75
4006,1031.25,62.5,-62.5
4016,1031.25,31.25,-62.5
4026,1031.25,31.25,-93.75
4036,1031.25,31.25,-62.5
4046,1031.25,31.25,-62.5
4056,1031.25,31.25,-62.5
4066,1031.25,31.25,-62.5
4076,1031.25,62.5,-62.5
4086,1031.25,31.25,-93.75
4096,1031.25,31.25,-62.5
4106,1031.25,31.25,-62.5
4116,1031.25,31.25,-62.5
4126,1031.25,31.25,-62.5
4136,1031.25,31.25,-62.5
4146,1000,31.25,-62.5
4156,1031.25,31.25,-62.5
4166,1031.25,31.25,-62.5
4177,1031.25,31.25,-93.75
4187,1031.25,31.25,-93.75
4198,1062.5,31.25,-93.75
4208,1031.25,31.25,-62.5
4218,1000,31.25,-93.75
4228,1031.25,31.25,-62.5
